CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-14,216,Very Unhealthy,Ozone,34-003-1001,35,1980-07-14,1980-07-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-15,216,Very Unhealthy,Ozone,34-003-1001,34,1980-07-15,1980-07-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-16,219,Very Unhealthy,Ozone,34-025-0004,35,1980-07-16,1980-07-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-17,216,Very Unhealthy,Ozone,34-025-0004,34,1980-07-17,1980-07-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-18,217,Very Unhealthy,Ozone,36-047-0007,36,1980-07-18,1980-07-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-19,220,Very Unhealthy,Ozone,34-027-3001,32,1980-07-19,1980-07-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-20,278,Very Unhealthy,Ozone,36-081-0070,36,1980-07-20,1980-07-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-21,266,Very Unhealthy,Ozone,36-059-0010,36,1980-07-21,1980-07-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-22,228,Very Unhealthy,Ozone,34-025-0004,34,1980-07-22,1980-07-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-23,106,Unhealthy for Sensitive Groups,CO,36-061-0058,33,1980-07-23,1980-07-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-24,93,Moderate,CO,36-061-0058,34,1980-07-24,1980-07-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-25,185,Unhealthy,Ozone,34-027-3001,34,1980-07-25,1980-07-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-26,233,Very Unhealthy,Ozone,34-023-2002,33,1980-07-26,1980-07-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-27,172,Unhealthy,Ozone,34-023-2002,32,1980-07-27,1980-07-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-28,93,Moderate,Ozone,34-027-3001,33,1980-07-28,1980-07-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-29,104,Unhealthy for Sensitive Groups,CO,34-027-0003,32,1980-07-29,1980-07-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-30,213,Very Unhealthy,Ozone,36-047-0007,35,1980-07-30,1980-07-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-07-31,232,Very Unhealthy,Ozone,36-047-0007,37,1980-07-31,1980-07-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-01,206,Very Unhealthy,Ozone,34-019-0001,36,1980-08-01,1980-08-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-02,205,Very Unhealthy,Ozone,36-103-7001,36,1980-08-02,1980-08-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-03,187,Unhealthy,Ozone,36-059-0010,35,1980-08-03,1980-08-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-04,224,Very Unhealthy,Ozone,34-023-2002,36,1980-08-04,1980-08-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-05,210,Very Unhealthy,Ozone,36-119-2004,35,1980-08-05,1980-08-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-06,219,Very Unhealthy,Ozone,36-059-0010,35,1980-08-06,1980-08-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-07,215,Very Unhealthy,Ozone,36-047-0007,35,1980-08-07,1980-08-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-08,223,Very Unhealthy,Ozone,36-103-7001,35,1980-08-08,1980-08-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-09,156,Unhealthy,Ozone,36-103-0002,36,1980-08-09,1980-08-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-10,147,Unhealthy for Sensitive Groups,Ozone,34-019-0001,35,1980-08-10,1980-08-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-11,205,Very Unhealthy,Ozone,34-039-5001,37,1980-08-11,1980-08-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-12,138,Unhealthy for Sensitive Groups,CO,36-061-0058,37,1980-08-12,1980-08-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-13,99,Moderate,CO,36-061-0058,37,1980-08-13,1980-08-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-14,208,Very Unhealthy,Ozone,34-039-5001,36,1980-08-14,1980-08-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-15,120,Unhealthy for Sensitive Groups,CO,36-061-0058,37,1980-08-15,1980-08-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-16,87,Moderate,CO,36-061-0058,38,1980-08-16,1980-08-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-17,90,Moderate,NO2,34-003-1001,37,1980-08-17,1980-08-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-18,90,Moderate,CO,36-061-0058,37,1980-08-18,1980-08-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-19,164,Unhealthy,Ozone,34-019-0001,36,1980-08-19,1980-08-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-20,101,Unhealthy for Sensitive Groups,CO,36-061-0058,37,1980-08-20,1980-08-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-21,93,Moderate,CO,36-061-0058,38,1980-08-21,1980-08-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-22,84,Moderate,CO,34-027-0003,37,1980-08-22,1980-08-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-23,90,Moderate,Ozone,34-039-1002,28,1980-08-23,1980-08-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-24,192,Unhealthy,Ozone,34-025-0004,19,1980-08-24,1980-08-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-25,205,Very Unhealthy,Ozone,36-047-0007,35,1980-08-25,1980-08-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-26,260,Very Unhealthy,Ozone,34-023-2002,35,1980-08-26,1980-08-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-27,222,Very Unhealthy,Ozone,34-017-0003,35,1980-08-27,1980-08-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-28,238,Very Unhealthy,Ozone,36-103-0002,36,1980-08-28,1980-08-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-29,112,Unhealthy for Sensitive Groups,Ozone,34-027-3001,37,1980-08-29,1980-08-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-30,201,Very Unhealthy,Ozone,36-027-1003,35,1980-08-30,1980-08-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-08-31,140,Unhealthy for Sensitive Groups,Ozone,34-023-2002,37,1980-08-31,1980-08-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-01,190,Unhealthy,Ozone,36-085-0067,38,1980-09-01,1980-09-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-02,201,Very Unhealthy,Ozone,34-039-5001,37,1980-09-02,1980-09-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-03,126,Unhealthy for Sensitive Groups,CO,36-061-0058,37,1980-09-03,1980-09-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-04,195,Unhealthy,Ozone,34-019-0001,38,1980-09-04,1980-09-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-05,163,Unhealthy,CO,34-027-0003,38,1980-09-05,1980-09-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-06,190,Unhealthy,Ozone,34-023-2002,38,1980-09-06,1980-09-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-07,133,Unhealthy for Sensitive Groups,Ozone,36-103-0002,38,1980-09-07,1980-09-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-08,97,Moderate,CO,36-061-0058,36,1980-09-08,1980-09-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-09,182,Unhealthy,Ozone,34-019-0001,35,1980-09-09,1980-09-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-10,113,Unhealthy for Sensitive Groups,CO,34-027-0003,36,1980-09-10,1980-09-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-11,93,Moderate,Ozone,34-027-3001,36,1980-09-11,1980-09-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-12,182,Unhealthy,Ozone,36-085-0067,36,1980-09-12,1980-09-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-13,208,Very Unhealthy,Ozone,34-027-3001,34,1980-09-13,1980-09-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-14,176,Unhealthy,CO,36-061-0062,31,1980-09-14,1980-09-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-15,115,Unhealthy for Sensitive Groups,CO,36-061-0062,30,1980-09-15,1980-09-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-16,68,Moderate,CO,34-039-0003,30,1980-09-16,1980-09-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-17,84,Moderate,CO,34-027-0003,31,1980-09-17,1980-09-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-18,95,Moderate,CO,36-061-0058,31,1980-09-18,1980-09-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-19,102,Unhealthy for Sensitive Groups,NO2,34-013-0008,31,1980-09-19,1980-09-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-20,177,Unhealthy,Ozone,34-019-0001,30,1980-09-20,1980-09-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-21,192,Unhealthy,Ozone,36-085-0067,30,1980-09-21,1980-09-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-22,200,Unhealthy,Ozone,36-103-0002,30,1980-09-22,1980-09-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-23,158,Unhealthy,CO,36-061-0058,29,1980-09-23,1980-09-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-24,75,Moderate,CO,36-061-0058,29,1980-09-24,1980-09-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-25,97,Moderate,CO,34-039-0003,30,1980-09-25,1980-09-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-26,111,Unhealthy for Sensitive Groups,CO,36-061-0058,31,1980-09-26,1980-09-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-27,75,Moderate,CO,36-061-0058,32,1980-09-27,1980-09-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-28,81,Moderate,CO,36-061-0062,27,1980-09-28,1980-09-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-29,86,Moderate,CO,34-039-0003,30,1980-09-29,1980-09-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-09-30,109,Unhealthy for Sensitive Groups,CO,34-017-1002,32,1980-09-30,1980-09-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-01,93,Moderate,CO,36-061-0058,29,1980-10-01,1980-10-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-02,109,Unhealthy for Sensitive Groups,CO,34-017-1002,30,1980-10-02,1980-10-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-03,97,Moderate,CO,36-061-0058,30,1980-10-03,1980-10-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-04,84,Moderate,CO,36-061-0058,30,1980-10-04,1980-10-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-05,63,Moderate,CO,34-025-2001,29,1980-10-05,1980-10-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-06,82,Moderate,CO,36-061-0058,30,1980-10-06,1980-10-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-07,82,Moderate,CO,36-061-0058,32,1980-10-07,1980-10-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-08,101,Unhealthy for Sensitive Groups,NO2,34-013-1003,32,1980-10-08,1980-10-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-09,125,Unhealthy for Sensitive Groups,CO,36-061-0058,32,1980-10-09,1980-10-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-10,83,Moderate,CO,34-027-0003,32,1980-10-10,1980-10-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-11,80,Moderate,CO,36-061-0062,31,1980-10-11,1980-10-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-12,72,Moderate,CO,36-061-0062,29,1980-10-12,1980-10-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-13,60,Moderate,CO,36-061-0058,29,1980-10-13,1980-10-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-14,84,Moderate,CO,36-061-0058,29,1980-10-14,1980-10-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-15,166,Unhealthy,CO,34-031-0003,24,1980-10-15,1980-10-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-16,120,Unhealthy for Sensitive Groups,CO,36-061-0058,27,1980-10-16,1980-10-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-17,147,Unhealthy for Sensitive Groups,CO,36-061-0058,28,1980-10-17,1980-10-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-18,84,Moderate,CO,36-061-0062,28,1980-10-18,1980-10-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-19,65,Moderate,CO,36-061-0058,24,1980-10-19,1980-10-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-20,88,Moderate,CO,36-061-0058,29,1980-10-20,1980-10-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-21,76,Moderate,CO,36-061-0058,21,1980-10-21,1980-10-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-22,89,Moderate,CO,34-027-0003,30,1980-10-22,1980-10-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-23,104,Unhealthy for Sensitive Groups,CO,34-027-0003,31,1980-10-23,1980-10-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-24,108,Unhealthy for Sensitive Groups,CO,36-061-0058,31,1980-10-24,1980-10-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-25,61,Moderate,CO,36-061-0058,29,1980-10-25,1980-10-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-26,49,Good,CO,36-061-0058,29,1980-10-26,1980-10-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-27,82,Moderate,CO,36-061-0058,25,1980-10-27,1980-10-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-28,85,Moderate,CO,36-061-0058,29,1980-10-28,1980-10-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-29,86,Moderate,CO,36-061-0058,33,1980-10-29,1980-10-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-30,89,Moderate,CO,34-027-0003,33,1980-10-30,1980-10-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-10-31,88,Moderate,CO,36-059-0005,31,1980-10-31,1980-10-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-01,75,Moderate,CO,34-017-1002,26,1980-11-01,1980-11-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-02,78,Moderate,CO,36-061-0062,31,1980-11-02,1980-11-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-03,73,Moderate,CO,34-017-1002,28,1980-11-03,1980-11-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-04,75,Moderate,CO,34-017-1002,31,1980-11-04,1980-11-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-05,97,Moderate,CO,36-061-0058,27,1980-11-05,1980-11-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-06,77,Moderate,CO,36-061-0058,22,1980-11-06,1980-11-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-07,95,Moderate,CO,36-061-0058,30,1980-11-07,1980-11-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-08,63,Moderate,CO,36-061-0058,24,1980-11-08,1980-11-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-09,76,Moderate,CO,36-061-0062,11,1980-11-09,1980-11-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-10,90,Moderate,CO,36-061-0058,27,1980-11-10,1980-11-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-11,59,Moderate,CO,36-061-0058,25,1980-11-11,1980-11-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-12,82,Moderate,CO,36-061-0058,30,1980-11-12,1980-11-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-13,81,Moderate,CO,36-061-0058,29,1980-11-13,1980-11-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-14,101,Unhealthy for Sensitive Groups,CO,36-061-0058,28,1980-11-14,1980-11-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-15,77,Moderate,CO,34-027-0003,29,1980-11-15,1980-11-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-16,51,Moderate,CO,34-027-0003,28,1980-11-16,1980-11-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-17,89,Moderate,CO,34-027-0003,26,1980-11-17,1980-11-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-18,106,Unhealthy for Sensitive Groups,CO,36-061-0058,23,1980-11-18,1980-11-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-19,81,Moderate,CO,36-061-0058,14,1980-11-19,1980-11-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-20,94,Moderate,CO,34-035-3001,22,1980-11-20,1980-11-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-21,136,Unhealthy for Sensitive Groups,CO,34-029-2001,23,1980-11-21,1980-11-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-22,81,Moderate,CO,36-061-0058,25,1980-11-22,1980-11-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-23,94,Moderate,NO2,34-003-1001,25,1980-11-23,1980-11-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-24,99,Moderate,CO,34-027-0003,25,1980-11-24,1980-11-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-25,91,Moderate,CO,36-061-0058,26,1980-11-25,1980-11-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-26,77,Moderate,CO,36-061-0058,26,1980-11-26,1980-11-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-27,62,Moderate,CO,36-061-0058,27,1980-11-27,1980-11-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-28,75,Moderate,CO,34-027-0003,27,1980-11-28,1980-11-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-29,69,Moderate,CO,34-039-0003,28,1980-11-29,1980-11-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-11-30,67,Moderate,CO,34-039-0003,27,1980-11-30,1980-11-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-01,86,Moderate,CO,36-061-0058,22,1980-12-01,1980-12-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-02,97,Moderate,CO,34-027-0003,22,1980-12-02,1980-12-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-03,73,Moderate,CO,36-061-0058,11,1980-12-03,1980-12-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-04,108,Unhealthy for Sensitive Groups,CO,36-061-0058,22,1980-12-04,1980-12-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-05,121,Unhealthy for Sensitive Groups,CO,36-061-0058,21,1980-12-05,1980-12-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-06,81,Moderate,CO,34-027-0003,21,1980-12-06,1980-12-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-07,72,Moderate,CO,36-061-0058,19,1980-12-07,1980-12-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-08,100,Moderate,CO,34-031-0003,21,1980-12-08,1980-12-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-09,93,Moderate,CO,36-061-0058,23,1980-12-09,1980-12-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-10,95,Moderate,CO,36-061-0058,23,1980-12-10,1980-12-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-11,84,Moderate,CO,36-061-0058,17,1980-12-11,1980-12-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-12,88,Moderate,CO,36-061-0058,22,1980-12-12,1980-12-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-13,66,Moderate,CO,34-025-2001,27,1980-12-13,1980-12-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-14,48,Good,CO,36-061-0058,27,1980-12-14,1980-12-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-15,72,Moderate,CO,36-061-0062,22,1980-12-15,1980-12-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-16,91,Moderate,CO,36-061-0058,11,1980-12-16,1980-12-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-17,103,Unhealthy for Sensitive Groups,CO,36-061-0058,27,1980-12-17,1980-12-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-18,91,Moderate,CO,36-061-0058,22,1980-12-18,1980-12-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-19,80,Moderate,CO,36-061-0058,28,1980-12-19,1980-12-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-20,80,Moderate,CO,36-061-0062,11,1980-12-20,1980-12-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-21,48,Good,CO,36-061-0062,24,1980-12-21,1980-12-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-22,90,Moderate,CO,36-061-0062,28,1980-12-22,1980-12-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-23,165,Unhealthy,CO,36-061-0058,28,1980-12-23,1980-12-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-24,150,Unhealthy for Sensitive Groups,CO,34-017-1002,29,1980-12-24,1980-12-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-25,51,Moderate,CO,36-061-0062,28,1980-12-25,1980-12-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-26,78,Moderate,CO,34-027-0003,24,1980-12-26,1980-12-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-27,117,Unhealthy for Sensitive Groups,NO2,34-013-1003,29,1980-12-27,1980-12-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-28,66,Moderate,NO2,34-013-1003,29,1980-12-28,1980-12-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-29,138,Unhealthy for Sensitive Groups,CO,36-061-0058,29,1980-12-29,1980-12-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-30,93,Moderate,CO,36-061-0058,28,1980-12-30,1980-12-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,1980-12-31,83,Moderate,CO,34-027-0003,29,1980-12-31,1980-12-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-01,87,Moderate,NO2,34-013-1003,30,1981-01-01,1981-01-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-02,100,Moderate,NO2,34-013-1003,30,1981-01-02,1981-01-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-03,70,Moderate,NO2,34-013-1003,29,1981-01-03,1981-01-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-04,42,Good,CO,36-061-0058,29,1981-01-04,1981-01-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-05,97,Moderate,CO,36-061-0058,29,1981-01-05,1981-01-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-06,110,Unhealthy for Sensitive Groups,NO2,34-013-1003,28,1981-01-06,1981-01-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-07,71,Moderate,CO,36-061-0058,28,1981-01-07,1981-01-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-08,103,Unhealthy for Sensitive Groups,CO,36-061-0058,28,1981-01-08,1981-01-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-09,106,Unhealthy for Sensitive Groups,NO2,34-039-5001,29,1981-01-09,1981-01-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-10,92,Moderate,CO,34-027-0003,29,1981-01-10,1981-01-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-11,53,Moderate,CO,36-061-0058,29,1981-01-11,1981-01-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-12,136,Unhealthy for Sensitive Groups,CO,34-027-0003,29,1981-01-12,1981-01-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-13,93,Moderate,CO,34-027-0003,29,1981-01-13,1981-01-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-14,159,Unhealthy,CO,34-027-0003,29,1981-01-14,1981-01-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-15,145,Unhealthy for Sensitive Groups,CO,34-027-0003,29,1981-01-15,1981-01-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-16,102,Unhealthy for Sensitive Groups,NO2,34-013-1003,29,1981-01-16,1981-01-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-17,79,Moderate,CO,34-023-2003,26,1981-01-17,1981-01-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-18,42,Good,CO,36-061-0062,26,1981-01-18,1981-01-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-19,59,Moderate,CO,36-061-0058,28,1981-01-19,1981-01-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-20,103,Unhealthy for Sensitive Groups,NO2,34-013-1003,29,1981-01-20,1981-01-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,1981-01-21,136,Unhealthy for Sensitive Groups,CO,34-027-0003,30,1981-01-21,1981-01-21
