date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK
2013-08-19,2013-08-19,2013-08-25,National,X,2013,34,0.779896,0.825485,1331,892,X,1561,301,232,4317,1265,522965,2013-34
2013-08-26,2013-08-26,2013-09-01,National,X,2013,35,0.899138,0.935469,1499,1014,X,1814,410,316,5053,1260,540157,2013-35
2013-09-02,2013-09-02,2013-09-08,National,X,2013,36,0.999524,1.04345,1681,1137,X,2035,462,311,5626,1317,539175,2013-36
2013-09-09,2013-09-09,2013-09-15,National,X,2013,37,1.0558,1.09107,1926,1217,X,2437,440,354,6374,1307,584196,2013-37
2013-09-16,2013-09-16,2013-09-22,National,X,2013,38,1.0967,1.20108,2175,1350,X,2683,537,365,7110,1290,591969,2013-38
2013-09-23,2013-09-23,2013-09-29,National,X,2013,39,1.24709,1.26179,2393,1500,X,2963,648,459,7963,1364,631088,2013-39
2013-09-30,2013-09-30,2013-10-06,National,X,2013,40,1.15746,1.13249,2974,1840,X,3769,638,456,9677,1960,854487,2013-40
2013-10-07,2013-10-07,2013-10-13,National,X,2013,41,1.27184,1.21121,3276,1924,X,3925,762,533,10420,1990,860298,2013-41
2013-10-14,2013-10-14,2013-10-20,National,X,2013,42,1.31623,1.25682,3483,2010,X,3880,785,500,10658,2018,848016,2013-42
2013-10-21,2013-10-21,2013-10-27,National,X,2013,43,1.37444,1.37097,3930,2292,X,4484,816,514,12036,2027,877917,2013-43
2013-10-28,2013-10-28,2013-11-03,National,X,2013,44,1.46781,1.42956,4045,2354,X,4642,930,531,12502,2028,874537,2013-44
2013-11-04,2013-11-04,2013-11-10,National,X,2013,45,1.5834,1.53588,4434,2511,X,5062,953,538,13498,2017,878845,2013-45
2013-11-11,2013-11-11,2013-11-17,National,X,2013,46,1.60253,1.60267,4643,2716,X,5000,990,578,13927,2054,868987,2013-46
2013-11-18,2013-11-18,2013-11-24,National,X,2013,47,1.72344,1.73267,4835,3088,X,5579,1083,583,15168,2012,875411,2013-47
2013-11-25,2013-11-25,2013-12-01,National,X,2013,48,2.11076,2.09858,4937,3027,X,4313,1059,639,13975,2042,665926,2013-48
2013-12-02,2013-12-02,2013-12-08,National,X,2013,49,2.1708,2.21374,5549,4375,X,6579,1552,865,18920,2055,854664,2013-49
2013-12-09,2013-12-09,2013-12-15,National,X,2013,50,2.36971,2.41674,5501,4458,X,7046,1591,802,19398,2054,802651,2013-50
2013-12-16,2013-12-16,2013-12-22,National,X,2013,51,3.15997,3.03071,6555,6525,X,8406,2272,939,24697,2009,814891,2013-51
2013-12-23,2013-12-23,2013-12-29,National,X,2013,52,4.59053,4.38724,7814,7499,X,7485,2874,1316,26988,2007,615148,2013-52
2013-12-30,2013-12-30,2014-01-05,National,X,2014,1,4.28195,4.2112,7488,9135,X,6726,3555,1750,28654,2033,680424,2014-1
2014-01-06,2014-01-06,2014-01-12,National,X,2014,2,3.56288,3.46492,6233,8846,X,7881,3565,1622,28147,2059,812343,2014-2
2014-01-13,2014-01-13,2014-01-19,National,X,2014,3,3.36378,3.31698,6007,8091,X,9517,3149,1606,28370,2049,855297,2014-3
2014-01-20,2014-01-20,2014-01-26,National,X,2014,4,3.39659,3.2407,5878,6818,X,8858,2616,1332,25502,2062,786928,2014-4
2014-01-27,2014-01-27,2014-02-02,National,X,2014,5,3.11922,2.88598,5133,6031,X,8714,2403,1203,23484,2051,813726,2014-5
2014-02-03,2014-02-03,2014-02-09,National,X,2014,6,2.83572,2.62172,4729,5278,X,7711,2242,1125,21085,2051,804244,2014-6
2014-02-10,2014-02-10,2014-02-16,National,X,2014,7,2.48484,2.34067,4210,4470,X,6717,1829,969,18195,2018,777340,2014-7
2014-02-17,2014-02-17,2014-02-23,National,X,2014,8,2.2741,2.12059,4250,4306,X,6121,1684,873,17234,2025,812700,2014-8
2014-02-24,2014-02-24,2014-03-02,National,X,2014,9,2.07244,1.91094,3953,3691,X,5875,1505,890,15914,1978,832786,2014-9
2014-03-03,2014-03-03,2014-03-09,National,X,2014,10,1.98207,1.9023,3775,3472,X,5575,1430,792,15044,1944,790831,2014-10
2014-03-10,2014-03-10,2014-03-16,National,X,2014,11,1.82441,1.76619,3616,3210,X,5022,1360,816,14024,1904,794024,2014-11
2014-03-17,2014-03-17,2014-03-23,National,X,2014,12,1.82036,1.85791,3798,3285,X,5611,1422,810,14926,1922,803374,2014-12
2014-03-24,2014-03-24,2014-03-30,National,X,2014,13,1.75391,1.82094,3523,3256,X,5812,1298,772,14661,1887,805133,2014-13
2014-03-31,2014-03-31,2014-04-06,National,X,2014,14,1.74542,1.83453,3582,3153,X,5659,1436,807,14637,1866,797863,2014-14
2014-04-07,2014-04-07,2014-04-13,National,X,2014,15,1.67236,1.75446,3574,2943,X,5587,1316,786,14206,1845,809707,2014-15
2014-04-14,2014-04-14,2014-04-20,National,X,2014,16,1.51659,1.51636,3130,2516,X,4279,1088,710,11723,1810,773101,2014-16
2014-04-21,2014-04-21,2014-04-27,National,X,2014,17,1.44778,1.40334,2846,2504,X,3770,1036,658,10814,1771,770592,2014-17
2014-04-28,2014-04-28,2014-05-04,National,X,2014,18,1.29028,1.2593,2501,2084,X,3591,913,559,9648,1746,766139,2014-18
2014-05-05,2014-05-05,2014-05-11,National,X,2014,19,1.37388,1.32482,2789,2009,X,3615,834,528,9775,1714,737834,2014-19
2014-05-12,2014-05-12,2014-05-18,National,X,2014,20,1.34208,1.27576,2544,1876,X,3256,825,532,9033,1660,708049,2014-20
2014-05-19,2014-05-19,2014-05-25,National,X,2014,21,1.34563,1.29483,2733,1742,X,3068,771,483,8797,1570,679395,2014-21
2014-05-26,2014-05-26,2014-06-01,National,X,2014,22,1.21291,1.2261,2528,1542,X,2459,625,504,7658,1554,624582,2014-22
2014-06-02,2014-06-02,2014-06-08,National,X,2014,23,1.19291,1.14538,2383,1492,X,2349,607,398,7229,1461,631143,2014-23
2014-06-09,2014-06-09,2014-06-15,National,X,2014,24,1.14146,1.0678,2227,1413,X,2181,561,401,6783,1461,635233,2014-24
2014-06-16,2014-06-16,2014-06-22,National,X,2014,25,1.06503,1.07269,2159,1285,X,2009,528,388,6369,1392,593740,2014-25
2014-06-23,2014-06-23,2014-06-29,National,X,2014,26,1.12669,1.01298,2049,1235,X,1917,509,328,6038,1411,596063,2014-26
2014-06-30,2014-06-30,2014-07-06,National,X,2014,27,0.947353,0.994705,1865,1075,X,1688,416,308,5352,1388,538049,2014-27
2014-07-07,2014-07-07,2014-07-13,National,X,2014,28,0.944187,0.880862,1758,1122,X,1623,441,351,5295,1394,601116,2014-28
2014-07-14,2014-07-14,2014-07-20,National,X,2014,29,0.934822,0.858173,1582,1116,X,1621,403,361,5083,1376,592305,2014-29
2014-07-21,2014-07-21,2014-07-27,National,X,2014,30,0.81736,0.805152,1455,1128,X,1450,398,334,4765,1372,591814,2014-30
2014-07-28,2014-07-28,2014-08-03,National,X,2014,31,0.852792,0.818781,1450,1094,X,1655,417,326,4942,1378,603580,2014-31
2014-08-04,2014-08-04,2014-08-10,National,X,2014,32,0.746994,0.783735,1460,1074,X,1528,409,273,4744,1382,605307,2014-32
2014-08-11,2014-08-11,2014-08-17,National,X,2014,33,0.761098,0.848703,1528,1107,X,1631,403,311,4980,1369,586778,2014-33
2014-08-18,2014-08-18,2014-08-24,National,X,2014,34,0.767627,0.834146,1569,1196,X,1813,412,315,5305,1371,635980,2014-34
2014-08-25,2014-08-25,2014-08-31,National,X,2014,35,0.862176,0.905981,1684,1223,X,2184,401,307,5799,1353,640080,2014-35
2014-09-01,2014-09-01,2014-09-07,National,X,2014,36,0.984907,1.04506,1753,1284,X,2258,453,302,6050,1352,578913,2014-36
2014-09-08,2014-09-08,2014-09-14,National,X,2014,37,1.16287,1.16816,2300,1550,X,3316,568,396,8130,1401,695966,2014-37
2014-09-15,2014-09-15,2014-09-21,National,X,2014,38,1.22731,1.27649,2535,1705,X,3650,605,393,8888,1405,696282,2014-38
2014-09-22,2014-09-22,2014-09-28,National,X,2014,39,1.2071,1.29758,2522,1820,X,3447,657,428,8874,1407,683887,2014-39
2014-09-29,2014-09-29,2014-10-05,National,X,2014,40,1.16191,1.20612,2958,1959,X,3994,712,527,10150,1937,841540,2014-40
2014-10-06,2014-10-06,2014-10-12,National,X,2014,41,1.30905,1.32485,3055,2116,X,4437,821,548,10977,1960,828544,2014-41
2014-10-13,2014-10-13,2014-10-19,National,X,2014,42,1.37072,1.41192,3442,2321,X,4728,870,580,11941,2000,845727,2014-42
2014-10-20,2014-10-20,2014-10-26,National,X,2014,43,1.43373,1.42547,3455,2459,X,4955,892,531,12292,2008,862314,2014-43
2014-10-27,2014-10-27,2014-11-02,National,X,2014,44,1.42791,1.43909,3632,2242,X,5102,807,530,12313,2053,855608,2014-44
2014-11-03,2014-11-03,2014-11-09,National,X,2014,45,1.61605,1.61532,4277,2349,X,5799,863,565,13853,2058,857601,2014-45
2014-11-10,2014-11-10,2014-11-16,National,X,2014,46,1.65976,1.66473,4424,2323,X,5816,911,588,14062,1997,844700,2014-46
2014-11-17,2014-11-17,2014-11-23,National,X,2014,47,2.05459,2.0058,4740,2921,X,7322,1049,642,16674,2058,831289,2014-47
2014-11-24,2014-11-24,2014-11-30,National,X,2014,48,2.53541,2.62227,5432,3277,X,6848,1165,880,17602,2067,671251,2014-48
2014-12-01,2014-12-01,2014-12-07,National,X,2014,49,2.54253,2.60749,6185,4623,X,9106,1767,1224,22905,2097,878430,2014-49
2014-12-08,2014-12-08,2014-12-14,National,X,2014,50,3.60563,3.4178,7424,5287,X,13050,1970,1441,29172,2069,853532,2014-50
2014-12-15,2014-12-15,2014-12-21,National,X,2014,51,4.90976,4.46555,9270,6920,X,16418,2671,2103,37382,2016,837119,2014-51
2014-12-22,2014-12-22,2014-12-28,National,X,2014,52,5.98221,6.11497,10363,8982,X,13951,3718,3519,40533,1984,662849,2014-52
2014-12-29,2014-12-29,2015-01-04,National,X,2014,53,5.47421,5.30979,9732,9348,X,9406,4288,4117,36891,1983,694773,2014-53
2014-12-29,2014-12-29,2015-01-04,National,X,2015,1,4.21374,4.07898,7160,8072,X,9589,3614,3048,31483,1958,771835,2015-1
2015-01-05,2015-01-05,2015-01-11,National,X,2015,2,4.21022,3.93762,7044,6946,X,11966,2909,2339,31204,1971,792459,2015-2
2015-01-12,2015-01-12,2015-01-18,National,X,2015,3,4.25968,4.15076,7840,6451,X,13949,2951,2030,33221,1966,800359,2015-3
2015-01-19,2015-01-19,2015-01-25,National,X,2015,4,3.97761,3.87899,7118,5844,X,13159,2585,1915,30621,1955,789407,2015-4
2015-01-26,2015-01-26,2015-02-01,National,X,2015,5,3.63443,3.45794,6656,5380,X,12093,2368,1654,28151,1950,814097,2015-5
2015-02-02,2015-02-02,2015-02-08,National,X,2015,6,3.26527,3.06359,6429,4884,X,10328,2072,1505,25218,1917,823153,2015-6
2015-02-09,2015-02-09,2015-02-15,National,X,2015,7,2.93083,2.82646,5537,4295,X,8164,1842,1271,21109,1907,746836,2015-7
2015-02-16,2015-02-16,2015-02-22,National,X,2015,8,2.54474,2.3599,4823,4061,X,7280,1765,1249,19178,1934,812660,2015-8
2015-02-23,2015-02-23,2015-03-01,National,X,2015,9,2.47227,2.33472,4639,3914,X,7116,1696,1076,18441,1912,789858,2015-9
2015-03-02,2015-03-02,2015-03-08,National,X,2015,10,2.35665,2.21286,4710,3654,X,6748,1654,1067,17833,1907,805881,2015-10
2015-03-09,2015-03-09,2015-03-15,National,X,2015,11,2.17008,2.07619,4559,3482,X,6084,1573,997,16695,1883,804117,2015-11
2015-03-16,2015-03-16,2015-03-22,National,X,2015,12,2.04297,2.01267,4418,3284,X,6003,1486,931,16122,1848,801027,2015-12
2015-03-23,2015-03-23,2015-03-29,National,X,2015,13,1.954,1.94192,4174,2968,X,5623,1321,889,14975,1819,771143,2015-13
2015-03-30,2015-03-30,2015-04-05,National,X,2015,14,1.72287,1.74809,3903,2931,X,4634,1387,878,13733,1820,785602,2015-14
2015-04-06,2015-04-06,2015-04-12,National,X,2015,15,1.53694,1.50367,3448,2448,X,4214,1160,774,12044,1813,800974,2015-15
2015-04-13,2015-04-13,2015-04-19,National,X,2015,16,1.38283,1.43494,3182,2052,X,4011,975,640,10860,1768,756827,2015-16
2015-04-20,2015-04-20,2015-04-26,National,X,2015,17,1.46265,1.45673,3203,2122,X,4280,888,602,11095,1753,761638,2015-17
2015-04-27,2015-04-27,2015-05-03,National,X,2015,18,1.38934,1.42836,3106,2074,X,4079,846,589,10694,1735,748690,2015-18
2015-05-04,2015-05-04,2015-05-10,National,X,2015,19,1.3468,1.35297,2805,1810,X,3641,813,602,9671,1688,714799,2015-19
2015-05-11,2015-05-11,2015-05-17,National,X,2015,20,1.25452,1.33093,2754,1768,X,3296,736,470,9024,1622,678023,2015-20
2015-05-18,2015-05-18,2015-05-24,National,X,2015,21,1.21636,1.28422,2593,1461,X,2714,652,493,7913,1579,616171,2015-21
2015-05-25,2015-05-25,2015-05-31,National,X,2015,22,1.16734,1.13889,2211,1334,X,2345,594,462,6946,1505,609891,2015-22
2015-06-01,2015-06-01,2015-06-07,National,X,2015,23,1.04654,1.10343,2109,1320,X,2284,575,456,6744,1455,611184,2015-23
2015-06-08,2015-06-08,2015-06-14,National,X,2015,24,0.943661,0.970748,1734,1167,X,2046,495,408,5850,1459,602628,2015-24
2015-06-15,2015-06-15,2015-06-21,National,X,2015,25,0.935046,0.998681,1897,1170,X,1921,496,429,5913,1445,592081,2015-25
2015-06-22,2015-06-22,2015-06-28,National,X,2015,26,0.934726,0.978057,1678,1043,X,1701,430,380,5232,1417,534938,2015-26
2015-06-29,2015-06-29,2015-07-05,National,X,2015,27,0.864118,0.866431,1546,1081,X,1675,443,371,5116,1428,590468,2015-27
2015-07-06,2015-07-06,2015-07-12,National,X,2015,28,0.806535,0.827757,1487,1028,X,1609,405,341,4870,1411,588337,2015-28
2015-07-13,2015-07-13,2015-07-19,National,X,2015,29,0.742747,0.797572,1383,1011,X,1498,413,321,4626,1401,580010,2015-29
2015-07-20,2015-07-20,2015-07-26,National,X,2015,30,0.737859,0.811221,1415,999,X,1459,432,300,4605,1352,567663,2015-30
2015-07-27,2015-07-27,2015-08-02,National,X,2015,31,0.743224,0.821165,1392,1026,X,1590,420,325,4753,1364,578812,2015-31
2015-08-03,2015-08-03,2015-08-09,National,X,2015,32,0.805251,0.819435,1330,1062,X,1667,400,291,4750,1340,579668,2015-32
2015-08-10,2015-08-10,2015-08-16,National,X,2015,33,0.816943,0.848041,1429,1134,X,1815,436,359,5173,1356,609994,2015-33
2015-08-17,2015-08-17,2015-08-23,National,X,2015,34,0.814518,0.888524,1687,1151,X,2033,423,354,5648,1362,635661,2015-34
2015-08-24,2015-08-24,2015-08-30,National,X,2015,35,0.86067,0.962826,1636,1230,X,2292,481,324,5963,1354,619323,2015-35
2015-08-31,2015-08-31,2015-09-06,National,X,2015,36,0.886704,1.02252,1714,1297,X,2169,461,329,5970,1349,583853,2015-36
2015-09-07,2015-09-07,2015-09-13,National,X,2015,37,1.00845,1.08392,1993,1392,X,2744,536,397,7062,1369,651524,2015-37
2015-09-14,2015-09-14,2015-09-20,National,X,2015,38,1.06625,1.17724,2178,1520,X,2947,627,432,7704,1367,654414,2015-38
2015-09-21,2015-09-21,2015-09-27,National,X,2015,39,1.05995,1.1716,2170,1654,X,2746,652,404,7626,1332,650904,2015-39
2015-09-28,2015-09-28,2015-10-04,National,X,2015,40,1.22559,1.24325,2849,2015,X,3693,871,621,10049,1963,808287,2015-40
2015-10-05,2015-10-05,2015-10-11,National,X,2015,41,1.31066,1.3234,3016,2102,X,4007,912,678,10715,1976,809660,2015-41
2015-10-12,2015-10-12,2015-10-18,National,X,2015,42,1.3711,1.40399,3263,2357,X,4360,951,653,11584,1995,825079,2015-42
2015-10-19,2015-10-19,2015-10-25,National,X,2015,43,1.39171,1.37629,3141,2254,X,4148,927,694,11164,1999,811165,2015-43
2015-10-26,2015-10-26,2015-11-01,National,X,2015,44,1.43712,1.46866,3563,2450,X,4783,935,692,12423,2048,845875,2015-44
2015-11-02,2015-11-02,2015-11-08,National,X,2015,45,1.50165,1.533,3746,2517,X,4725,943,745,12676,2028,826877,2015-45
2015-11-09,2015-11-09,2015-11-15,National,X,2015,46,1.59805,1.60841,3960,2656,X,5076,1026,766,13484,2023,838344,2015-46
2015-11-16,2015-11-16,2015-11-22,National,X,2015,47,1.89668,1.90047,3974,2427,X,4073,981,703,12158,2000,639738,2015-47
2015-11-23,2015-11-23,2015-11-29,National,X,2015,48,1.67728,1.73645,4469,3011,X,5076,1232,829,14617,2040,841777,2015-48
2015-11-30,2015-11-30,2015-12-06,National,X,2015,49,1.78296,1.81945,4575,2902,X,5384,1252,873,14986,2020,823657,2015-49
2015-12-07,2015-12-07,2015-12-13,National,X,2015,50,1.87336,1.96571,5135,2963,X,5105,1250,943,15396,2000,783227,2015-50
2015-12-14,2015-12-14,2015-12-20,National,X,2015,51,2.32148,2.42021,5377,2876,X,4317,1256,1013,14839,1978,613128,2015-51
2015-12-21,2015-12-21,2015-12-27,National,X,2015,52,2.40991,2.41083,5700,3264,X,4011,1524,1180,15679,1949,650356,2015-52
2015-12-28,2015-12-28,2016-01-03,National,X,2016,1,1.94328,1.98859,4775,3597,X,4494,1631,1157,15654,2004,787192,2016-1
2016-01-04,2016-01-04,2016-01-10,National,X,2016,2,1.99796,1.98985,4574,3180,X,5362,1380,1021,15517,2005,779809,2016-2
2016-01-11,2016-01-11,2016-01-17,National,X,2016,3,2.11829,2.1071,4804,3226,X,5380,1297,954,15661,2008,743249,2016-3
2016-01-18,2016-01-18,2016-01-24,National,X,2016,4,2.25112,2.19256,5088,3615,X,6882,1551,1007,18143,2026,827482,2016-4
2016-01-25,2016-01-25,2016-01-31,National,X,2016,5,2.37116,2.30014,5135,3759,X,7353,1625,1072,18944,2007,823602,2016-5
2016-02-01,2016-02-01,2016-02-07,National,X,2016,6,2.80035,2.67574,5645,4600,X,8434,1916,1179,21774,2000,813755,2016-6
2016-02-08,2016-02-08,2016-02-14,National,X,2016,7,3.16475,3.02427,5997,5642,X,9325,2347,1370,24681,1993,816098,2016-7
2016-02-15,2016-02-15,2016-02-21,National,X,2016,8,3.15183,3.11328,6299,6001,X,10127,2606,1390,26423,1956,848718,2016-8
2016-02-22,2016-02-22,2016-02-28,National,X,2016,9,3.3321,3.32788,6619,6395,X,11415,2599,1440,28468,1952,855439,2016-9
2016-02-29,2016-02-29,2016-03-06,National,X,2016,10,3.56024,3.5918,6660,7358,X,11856,2977,1630,30481,1922,848628,2016-10
2016-03-07,2016-03-07,2016-03-13,National,X,2016,11,3.05479,3.09262,5574,6026,X,9334,2489,1471,24894,1898,804948,2016-11
2016-03-14,2016-03-14,2016-03-20,National,X,2016,12,2.76732,2.78803,5187,4982,X,8489,2000,1282,21940,1900,786936,2016-12
2016-03-21,2016-03-21,2016-03-27,National,X,2016,13,2.44161,2.52371,4581,4476,X,7392,1953,1201,19603,1832,776752,2016-13
2016-03-28,2016-03-28,2016-04-03,National,X,2016,14,2.03348,2.12928,3707,3869,X,6403,1660,1130,16769,1813,787543,2016-14
2016-04-04,2016-04-04,2016-04-10,National,X,2016,15,1.98593,2.05142,3572,3530,X,6595,1533,1031,16261,1805,792672,2016-15
2016-04-11,2016-04-11,2016-04-17,National,X,2016,16,1.91514,1.98957,3515,3247,X,6357,1373,945,15437,1774,775895,2016-16
2016-04-18,2016-04-18,2016-04-24,National,X,2016,17,1.69968,1.7858,3157,2986,X,5557,1235,901,13836,1759,774777,2016-17
2016-04-25,2016-04-25,2016-05-01,National,X,2016,18,1.57635,1.60144,2772,2586,X,4729,1037,746,11870,1742,741210,2016-18
2016-05-02,2016-05-02,2016-05-08,National,X,2016,19,1.3935,1.4743,2871,2276,X,4046,849,665,10707,1690,726244,2016-19
2016-05-09,2016-05-09,2016-05-15,National,X,2016,20,1.29941,1.42286,2688,1998,X,3630,839,643,9798,1626,688612,2016-20
2016-05-16,2016-05-16,2016-05-22,National,X,2016,21,1.18379,1.38196,2612,1714,X,3126,717,618,8787,1439,635835,2016-21
2016-05-23,2016-05-23,2016-05-29,National,X,2016,22,1.13723,1.33712,2545,1637,X,2620,663,532,7997,1482,598077,2016-22
2016-05-30,2016-05-30,2016-06-05,National,X,2016,23,1.04118,1.13894,2293,1460,X,2313,617,518,7201,1446,632252,2016-23
2016-06-06,2016-06-06,2016-06-12,National,X,2016,24,0.971814,1.09641,2189,1354,X,2171,588,466,6768,1440,617287,2016-24
2016-06-13,2016-06-13,2016-06-19,National,X,2016,25,0.863306,0.999559,2062,1178,X,1905,493,386,6024,1402,602666,2016-25
2016-06-20,2016-06-20,2016-06-26,National,X,2016,26,0.833797,0.99095,1873,1146,X,1810,473,384,5686,1382,573793,2016-26
2016-06-27,2016-06-27,2016-07-03,National,X,2016,27,0.784516,0.931253,1646,985,X,1641,463,383,5118,1379,549582,2016-27
2016-07-04,2016-07-04,2016-07-10,National,X,2016,28,0.734327,0.843118,1610,1064,X,1599,422,383,5078,1392,602288,2016-28
2016-07-11,2016-07-11,2016-07-17,National,X,2016,29,0.698845,0.840286,1670,994,X,1621,384,375,5044,1388,600272,2016-29
2016-07-18,2016-07-18,2016-07-24,National,X,2016,30,0.723099,0.830065,1580,1036,X,1624,362,323,4925,1393,593327,2016-30
2016-07-25,2016-07-25,2016-07-31,National,X,2016,31,0.663501,0.790428,1455,971,X,1496,359,315,4596,1360,581457,2016-31
2016-08-01,2016-08-01,2016-08-07,National,X,2016,32,0.69276,0.830826,1512,1016,X,1639,382,319,4868,1329,585923,2016-32
2016-08-08,2016-08-08,2016-08-14,National,X,2016,33,0.710029,0.856796,1644,1028,X,1914,373,306,5265,1345,614499,2016-33
2016-08-15,2016-08-15,2016-08-21,National,X,2016,34,0.834232,1.00746,1848,1234,X,2364,465,349,6260,1356,621362,2016-34
2016-08-22,2016-08-22,2016-08-28,National,X,2016,35,0.992621,1.05868,1815,1242,X,2651,455,341,6504,1354,614349,2016-35
2016-08-29,2016-08-29,2016-09-04,National,X,2016,36,1.01605,1.10028,1883,1284,X,2604,471,381,6623,1347,601938,2016-36
2016-09-05,2016-09-05,2016-09-11,National,X,2016,37,1.07169,1.1457,2026,1509,X,3073,579,452,7639,1365,666755,2016-37
2016-09-12,2016-09-12,2016-09-18,National,X,2016,38,1.10163,1.2189,2341,1539,X,3298,613,438,8229,1363,675119,2016-38
2016-09-19,2016-09-19,2016-09-25,National,X,2016,39,1.18841,1.31113,2413,1645,X,3334,630,483,8505,1389,648678,2016-39
2016-09-26,2016-09-26,2016-10-02,National,X,2016,40,1.2019,1.27386,3110,2114,X,4169,828,643,10864,1946,852842,2016-40
2016-10-03,2016-10-03,2016-10-09,National,X,2016,41,1.23108,1.29342,3207,2155,X,4078,879,678,10997,1973,850228,2016-41
2016-10-10,2016-10-10,2016-10-16,National,X,2016,42,1.26796,1.33097,3564,2234,X,4452,981,695,11926,1983,896035,2016-42
2016-10-17,2016-10-17,2016-10-23,National,X,2016,43,1.36298,1.42662,3786,2406,X,4769,987,700,12648,2006,886570,2016-43
2016-10-24,2016-10-24,2016-10-30,National,X,2016,44,1.48535,1.57071,4314,2444,X,5287,1030,715,13790,1999,877947,2016-44
2016-10-31,2016-10-31,2016-11-06,National,X,2016,45,1.55954,1.65146,4703,2549,X,5193,1055,758,14258,1990,863356,2016-45
2016-11-07,2016-11-07,2016-11-13,National,X,2016,46,1.64783,1.73309,4979,2659,X,5610,1083,829,15160,2000,874739,2016-46
2016-11-14,2016-11-14,2016-11-20,National,X,2016,47,1.91275,2.03388,5032,2634,X,4567,1108,867,14208,2011,698566,2016-47
2016-11-21,2016-11-21,2016-11-27,National,X,2016,48,1.81725,1.88331,5209,3326,X,5655,1359,1056,16605,2001,881694,2016-48
2016-11-28,2016-11-28,2016-12-04,National,X,2016,49,1.91433,2.00292,5501,3188,X,5812,1413,1047,16961,2013,846813,2016-49
2016-12-05,2016-12-05,2016-12-11,National,X,2016,50,2.21003,2.27731,5744,3491,X,6724,1485,1019,18463,2000,810736,2016-50
2016-12-12,2016-12-12,2016-12-18,National,X,2016,51,2.73568,2.91465,6653,4099,X,7469,1923,1421,21565,1977,739882,2016-51
2016-12-19,2016-12-19,2016-12-25,National,X,2016,52,3.36832,3.54919,7712,5247,X,7144,2652,2145,24900,1928,701569,2016-52
2016-12-26,2016-12-26,2017-01-01,National,X,2017,1,3.09689,3.08102,6716,5673,X,6786,2773,2230,24178,2024,784740,2017-1
2017-01-02,2017-01-02,2017-01-08,National,X,2017,2,3.07346,3.01875,6020,5313,X,8843,2639,2082,24897,1997,824746,2017-2
2017-01-09,2017-01-09,2017-01-15,National,X,2017,3,3.51643,3.40446,6399,5588,X,12147,2717,1930,28781,2029,845391,2017-3
2017-01-16,2017-01-16,2017-01-22,National,X,2017,4,3.8027,3.52869,6958,5788,X,14073,2623,1823,31265,2021,886023,2017-4
2017-01-23,2017-01-23,2017-01-29,National,X,2017,5,4.50313,4.10665,7452,6522,X,17482,2968,2093,36517,2024,889216,2017-5
2017-01-30,2017-01-30,2017-02-05,National,X,2017,6,5.06308,4.7551,8110,8235,X,20150,3749,2646,42890,2027,901978,2017-6
2017-02-06,2017-02-06,2017-02-12,National,X,2017,7,4.86009,4.65163,7726,8328,X,18692,3652,2637,41035,1967,882163,2017-7
2017-02-13,2017-02-13,2017-02-19,National,X,2017,8,4.57916,4.57049,7649,8560,X,17300,3807,2808,40124,1987,877892,2017-8
2017-02-20,2017-02-20,2017-02-26,National,X,2017,9,3.55674,3.45522,6129,6496,X,12394,2983,2181,30183,1995,873547,2017-9
2017-02-27,2017-02-27,2017-03-05,National,X,2017,10,3.50417,3.29505,5854,5970,X,11552,2766,1918,28060,1971,851580,2017-10
2017-03-06,2017-03-06,2017-03-12,National,X,2017,11,3.21511,3.16426,5503,5535,X,10084,2582,1780,25484,1958,805370,2017-11
2017-03-13,2017-03-13,2017-03-19,National,X,2017,12,3.10088,3.14433,5514,5858,X,11503,2641,1838,27354,1940,869946,2017-12
2017-03-20,2017-03-20,2017-03-26,National,X,2017,13,2.79056,2.87936,5145,5070,X,10149,2354,1624,24342,1899,845397,2017-13
2017-03-27,2017-03-27,2017-04-02,National,X,2017,14,2.38547,2.36977,4488,3918,X,8178,1760,1333,19677,1906,830332,2017-14
2017-04-03,2017-04-03,2017-04-09,National,X,2017,15,1.9703,1.93853,3909,3151,X,5847,1470,1171,15548,1861,802052,2017-15
2017-04-10,2017-04-10,2017-04-16,National,X,2017,16,1.73442,1.64064,3306,2766,X,4683,1258,993,13006,1845,792740,2017-16
2017-04-17,2017-04-17,2017-04-23,National,X,2017,17,1.56303,1.4752,2997,2391,X,4497,1111,928,11924,1846,808298,2017-17
2017-04-24,2017-04-24,2017-04-30,National,X,2017,18,1.4128,1.37755,2890,2039,X,4105,1011,717,10762,1795,781240,2017-18
2017-05-01,2017-05-01,2017-05-07,National,X,2017,19,1.27492,1.33771,2751,2037,X,3831,862,721,10202,1767,762648,2017-19
2017-05-08,2017-05-08,2017-05-14,National,X,2017,20,1.2834,1.34686,2685,2011,X,3518,886,709,9809,1746,728288,2017-20
2017-05-15,2017-05-15,2017-05-21,National,X,2017,21,1.16663,1.26579,2341,1745,X,3060,771,647,8564,1614,676574,2017-21
2017-05-22,2017-05-22,2017-05-28,National,X,2017,22,1.10977,1.25701,2311,1577,X,2575,710,583,7756,1569,617021,2017-22
